,arrestnumber,page_num,charges,charge_type,charge_counts,charge_IBRcode,charge_statutenumber,charge_warrantdate,chargenum
279,324750,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/05/2021,3
280,311806,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,06/09/2019,1
281,315428,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),11/27/2019,1
282,309468,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,01/19/2019,1
283,309468,0.0,Speeding,Misd,1.0,9914,20-141(B)(G),01/19/2019,2
284,327638,0.0,Warrant Service For Other Jurisdiction,Misd,2.0,9910,WARR,12/28/2021,1
285,327321,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),11/16/2021,1
286,319258,0.0,Possess Control Substance Schedule I,Fel,1.0,35A,90-95(A3)1,07/24/2020,1
287,319258,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,07/24/2020,2
288,326674,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,10/21/2021,1
289,326674,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,10/21/2021,2
290,326674,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,10/21/2021,3
291,326674,0.0,Possession Of Firearms  Etc By FelonProhibited,Fel,1.0,520,14-415.1,10/21/2021,4
292,309880,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,03/09/2019,1
293,311633,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,05/24/2019,1
294,311633,0.0,Unauthorized Use Of Motor Vehicle,Misd,1.0,90Z,14-72.2,05/24/2019,2
295,316561,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,01/19/2020,1
296,316561,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/19/2020,2
297,316561,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/17/2020,3
298,311624,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),06/02/2019,1
299,311624,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/02/2019,2
300,311624,0.0,Interfering With Emergency Communication,Misd,1.0,90Z,14-286.2,06/02/2019,3
301,311624,0.0,False Imprisonment (common Law),Misd,1.0,90Z,FALSEIMP,06/02/2019,4
302,326593,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,10/17/2021,1
303,326593,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),05/06/2019,2
304,326593,0.0,True Bill Of Indictment,Fel,1.0,90Z,15A-305(B)(1),04/21/2020,3
305,326593,0.0,True Bill Of Indictment,Fel,1.0,90Z,15A-305(B)(1),04/21/2020,4
306,326593,0.0,True Bill Of Indictment,Fel,1.0,90Z,15A-305(B)(1),04/21/2020,5
307,326593,0.0,True Bill Of Indictment,Fel,1.0,90Z,15A-305(B)(1),04/21/2020,6
308,311930,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),09/21/2018,1
309,311930,0.0,Breaking Or Entering Buildings Generally,Fel,1.0,220,14-54,09/21/2018,2
310,311930,0.0,Larceny After Burglary/b&e,Fel,1.0,23H,14-72(B2),09/21/2018,3
311,314437,0.0,Speeding-15 Mph More Than Speed Limit Or Over80 Mph,Misd,1.0,9914,20-141(J1),10/12/2019,1
312,314437,0.0,Display/possess Fictitious/expired RegistrationPlate,Misd,1.0,9914,20-111(2),10/12/2019,2
313,327458,0.0,Common Law Robbery,Fel,1.0,120,14-87.1,12/19/2021,1
314,321799,0.0,Shoplifting,Misd,1.0,23C,14-72.1,01/24/2021,1
315,314848,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/22/2019,1
316,329572,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/08/2022,1
317,309799,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/06/2019,1
318,309799,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,03/07/2019,2
319,309822,0.0,Habitual Misdemeanor Assault,Misd,1.0,13B,14-33.2,03/06/2019,1
320,317812,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/14/2020,1
321,317812,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),04/14/2020,2
322,314911,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,11/04/2019,1
323,310228,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,02/04/2019,1
324,319246,0.0,Shoplifting,Misd,1.0,23C,14-72.1,05/23/2020,1
325,319246,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,05/23/2020,2
326,309624,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),02/21/2019,1
327,322772,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,04/06/2021,1
328,322772,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),04/06/2021,2
329,322772,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,04/06/2021,3
330,330184,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,07/01/2021,1
331,330185,0.0,Assault With Deadly Weapon Inflicting SeriousInjury,Fel,1.0,13A,14-32(B),01/20/2022,1
332,330185,0.0,Attempted Larceny Of Property Or Goods,Misd,1.0,23H,14-72,01/20/2022,2
333,329894,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,03/30/2022,1
334,312268,0.0,Assault A Child / Minor,Misd,1.0,13B,14-33(C3),06/29/2019,1
335,315504,0.0,Simple Possession Of Schedule Ii ControlSubstance,Misd,1.0,35A,90-95(D)(2),12/01/2019,1
336,315504,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,12/01/2019,2
337,310309,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,03/15/2019,1
338,320686,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/28/2020,1
339,320686,0.0,Injury To Personal Property,Misd,1.0,290,14-160,04/28/2020,2
340,314356,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,04/16/2019,1
341,313081,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),08/06/2019,1
342,313076,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,08/06/2019,1
343,313076,0.0,Larceny/concealment/destruction Of Wills,Misd,1.0,23H,14-77,08/06/2019,2
344,319963,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),12/27/2016,1
345,318833,0.0,Shoplifting,Misd,1.0,23C,14-72.1,03/16/2020,1
346,326396,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,14-71.2,10/01/2021,1
347,326391,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
348,326391,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/29/2021,2
349,326392,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
350,326392,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,09/29/2021,2
351,326392,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/29/2021,3
352,326397,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
353,326397,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,09/29/2021,2
354,326397,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/29/2021,3
355,326398,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
356,326398,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/29/2021,2
357,326393,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
358,326393,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,09/29/2021,2
359,326393,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/29/2021,3
360,326399,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
361,326399,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,09/29/2021,2
362,326399,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),09/29/2021,3
363,326400,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
364,326400,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,09/29/2021,2
365,326401,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,09/29/2021,1
366,326401,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,09/29/2021,2
367,326401,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/29/2021,3
368,326401,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),09/29/2021,4
369,325071,0.0,Possess W/i/t M/s/d Control Substance Schedule I,Fel,1.0,35A,90-95(A1)P1,06/03/2021,1
370,325071,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),06/03/2021,2
371,325071,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,06/03/2021,3
372,325072,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/05/2021,1
373,325072,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/04/2019,2
374,325072,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),06/15/2018,3
375,325072,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,02/12/2021,5
376,324679,0.0,Possess W/i/t M/s/d Control Substance Schedule I,Fel,1.0,35A,90-95(A1)P1,06/03/2021,1
377,324679,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),06/03/2021,2
378,324679,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,06/03/2021,3
379,324679,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/05/2021,4
380,324679,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/05/2021,5
381,324679,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/05/2021,7
382,324679,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/05/2021,8
383,324679,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,02/12/2021,9
384,315457,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/04/2019,1
385,315458,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/04/2019,1
386,311035,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,04/30/2019,1
387,307766,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,11/18/2018,1
388,307766,0.0,Discharing Firearm Into Occupied Property,Fel,1.0,13A,14-34.1,11/18/2018,2
389,307766,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),11/18/2018,3
390,307766,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,11/18/2018,4
391,307766,0.0,Discharging Weapons Generally,Misd,1.0,520,CO 46-21,11/18/2018,5
392,315062,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/29/2019,1
393,315062,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/29/2019,2
394,315062,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/29/2019,3
395,315062,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/29/2019,4
396,317095,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/15/2020,1
397,317095,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,02/15/2020,2
398,317095,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,02/15/2020,3
399,317095,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),02/15/2020,4
400,328083,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),02/07/2022,1
401,328083,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/07/2022,2
402,310005,0.0,Shoplifting,Misd,1.0,23C,14-72.1,03/15/2019,1
403,310005,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,03/15/2019,2
404,317559,0.0,Manufacture Control Substance Schedule I,Fel,1.0,35A,90-95(A1)M1,03/21/2020,1
405,317559,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),03/21/2020,2
406,317559,0.0,Possess Marijuana Up To 1/2 Oz,Fel,1.0,35A,90-95(D4),03/21/2020,3
407,312593,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,07/08/2019,1
408,312607,0.0,Possess Control Substance Schedule Iv,Fel,1.0,35A,90-95(A3)4,07/09/2019,1
409,312607,0.0,"Carry Concealed Weapon - Alcohol, ProhibitedPlaces",Misd,1.0,520,14-415.11(C),07/09/2019,2
410,316831,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,02/03/2020,1
411,316832,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),02/03/2020,1
412,316633,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/24/2020,1
413,312529,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,07/15/2019,1
414,330261,0.0,Shoplifting,Misd,1.0,23C,14-72.1,04/25/2022,1
415,330784,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,05/31/2022,1
416,327973,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/30/2022,1
417,321737,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,01/20/2021,1
418,321737,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,01/20/2021,2
419,314932,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,10/28/2018,1
420,311608,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,06/01/2019,1
421,311608,0.0,Speeding-15 Mph More Than Speed Limit Or Over80 Mph,Misd,1.0,9914,20-141(J1),06/01/2019,2
422,319275,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),07/26/2020,1
423,324594,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,04/13/2021,1
424,330750,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,05/28/2022,1
425,330750,0.0,No Operator License,Misd,1.0,9914,20-7(A),05/28/2022,2
426,313005,0.0,Disclosure Of Private Images By A Minor,Misd,1.0,370,14-190.5A(B),07/27/2019,1
427,310162,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,03/24/2019,1
428,327991,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/31/2022,1
429,324438,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,05/12/2021,1
430,324438,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,05/12/2021,2
431,322259,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,08/08/2020,1
432,322052,0.0,Carrying Concealed Weapons,Fel,1.0,520,14-269,02/13/2021,1
433,314414,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,10/11/2019,1
434,329815,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,12/31/2021,1
435,329815,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,02/14/2022,2
436,310528,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),04/10/2019,1
437,313961,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),09/18/2019,1
438,317711,0.0,Possess Control Substance Schedule I,Fel,1.0,35A,90-95(A3)1,04/05/2020,1
439,317711,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),04/05/2020,2
440,317711,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,04/05/2020,3
441,311093,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,05/08/2019,1
442,318850,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),06/25/2020,1
443,327357,0.0,Larceny From A Merchant,Misd,1.0,23C,14-72.11,12/11/2021,1
444,329456,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,10/14/2021,1
445,326028,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,09/09/2021,1
446,326105,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,04/25/2021,1
447,310300,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/30/2019,1
448,310300,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),03/30/2019,2
449,310300,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,03/30/2019,3
450,330630,0.0,Possess Wit Sell/deliver Counterfeit C/s,Fel,1.0,35A,90-95(A2)P,05/19/2022,1
451,330630,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,05/19/2022,2
452,330630,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,05/19/2022,3
453,321991,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,02/09/2021,1
454,317413,0.0,Kidnapping/serious Bodily Harm,Fel,1.0,100,14-39(A3),03/03/2020,1
455,317413,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),03/03/2020,2
456,317413,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),03/03/2020,3
457,317413,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/02/2020,4
458,317413,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,03/03/2020,5
459,321296,0.0,Kidnapping/hold For Ransom,Fel,1.0,100,14-39(A1),12/22/2020,1
460,321296,0.0,Indecent Liberties With Children,Fel,1.0,11D,14-202.1,12/22/2020,2
461,315097,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,11/13/2019,1
462,314364,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,10/01/2019,1
463,314364,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,10/01/2019,2
464,320245,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/05/2020,1
465,320245,0.0,Interfering With Emergency Communication,Misd,1.0,90Z,14-286.2,10/05/2020,2
466,316677,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/25/2020,1
467,316677,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),10/10/2019,2
468,320207,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/03/2020,1
469,320207,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,10/03/2020,2
470,316909,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),02/07/2020,1
471,316909,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,02/07/2020,2
472,317508,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,03/08/2020,1
473,317508,0.0,Drive While License Revoked For Impaired DrivAft Rev Notice,Misd,1.0,9914,20-28(A3)(1),03/08/2020,2
474,318621,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,03/08/2020,1
475,318621,0.0,Drive While License Revoked For Impaired DrivAft Rev Notice,Misd,1.0,9914,20-28(A3)(1),03/08/2020,2
476,326763,0.0,Identity Theft,Fel,1.0,26F,14-113.20,10/25/2021,1
477,326763,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,10/25/2021,2
478,326763,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,05/24/2021,3
479,314996,0.0,Probation Violation,Misd,1.0,90Z,15A-305(B)4,05/28/2015,1
480,325692,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,08/12/2021,1
481,325692,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,12/16/2019,2
482,325692,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,02/25/2020,3
483,321548,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,10/08/2020,1
484,321548,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,10/08/2020,2
485,321548,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,10/08/2020,3
486,322014,0.0,Unauthorized Use Of Motor Vehicle,Misd,3.0,90Z,14-72.2,02/03/2021,1
487,330175,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),05/30/2021,1
488,330175,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),05/30/2021,2
489,330384,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/16/2022,1
490,330319,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/29/2022,1
491,330319,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,04/29/2022,2
492,330319,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,04/29/2022,3
493,330410,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),05/02/2022,1
494,312139,0.0,Possess Cs On School Or Within 1000 Feet Of,Fel,1.0,35A,90-95(E)(8),06/26/2019,1
495,312139,0.0,Possess Cs Public Park Or Within 1000 Feet Of,Fel,1.0,35A,90-95(E)(10),06/26/2019,2
496,312139,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),06/26/2019,3
497,309103,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,01/30/2019,1
498,309103,0.0,Fail To Notify Change Of Address-sex Offender,Fel,1.0,90Z,14-208.11(A2),01/30/2019,2
499,309103,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/16/2018,3
500,309585,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),01/14/2019,1
501,309585,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,01/14/2019,2
502,314465,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/13/2019,1
503,315147,0.0,Aiding And Abetting-misdemeanor,Misd,1.0,90Z,AAM,11/15/2019,1
504,308251,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),11/21/2018,1
505,315374,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),11/22/2019,1
506,310105,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/16/2019,1
507,309057,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/15/2019,1
508,327862,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),01/22/2022,1
509,327864,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),04/12/2021,1
510,319242,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,07/24/2020,1
511,319242,0.0,Hit And Run (misdemeanor),Misd,1.0,9914,20-166(C),07/24/2020,2
512,319718,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),08/10/2020,1
513,307595,0.0,Stolen Property - Buying/receiving,Misd,1.0,280,14-71,11/08/2018,1
514,314120,0.0,Larceny From Person,Fel,1.0,23H,14-72(B1),09/03/2019,1
515,330121,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,04/16/2022,1
516,330121,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,04/16/2022,2
517,310912,0.0,Fail To Appear-release Order,Misd,2.0,90Z,15A-305(B)(2),04/22/2019,1
518,310912,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),04/22/2019,2
519,315599,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),11/12/2019,1
520,315599,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,11/12/2019,2
521,315599,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,11/12/2019,3
522,308619,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),01/09/2019,1
523,308619,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,01/09/2019,2
524,327582,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),12/23/2020,1
525,327582,0.0,Injury To Personal Property,Misd,1.0,290,14-160,12/23/2020,2
526,327582,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,12/23/2020,3
527,326032,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,09/09/2021,1
528,314170,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,09/28/2019,1
529,320012,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),09/03/2020,1
530,320012,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),09/03/2020,2
531,311023,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/05/2019,1
532,327259,0.0,Littering,Misd,1.0,90Z,14-399,12/02/2021,1
533,322841,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/10/2021,1
534,322841,0.0,No Operator License,Misd,1.0,9914,20-7(A),04/10/2021,2
535,310831,0.0,Shoplifting,Misd,1.0,23C,14-72.1,04/26/2019,1
536,327132,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,11/22/2021,1
537,317891,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/20/2020,1
538,327792,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/05/2022,1
539,327792,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/05/2022,2
540,330179,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,04/20/2022,1
541,330179,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,04/20/2022,2
542,327260,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,12/03/2021,1
543,327496,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,12/21/2021,1
544,326234,0.0,Fugitive From Justice,Fel,1.0,90Z,15A-733,09/23/2021,1
545,309573,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),02/24/2019,1
546,314609,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,10/20/2019,1
547,329480,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),03/03/2022,1
